uf,municipio,logradouro,complemento,bairro,telefone,id
PE,Caruaru,Avenida Portugal,584 -,Universitário,(81) 2103-2000,659132
RJ,Petropolis,Rua Barão do Amazonas,124 -,Centro,(24) 2244-4085,701496
MT,Sinop,Estrada Nanci,900 - Km 1,Eunice,(31)21260820,658933
MT,Sinop,Rua Carine,11 -,Residencial Florencia,(66)3517-1320,659964
PR,Ponta Grossa,Avenida Doutor Vicente Machado,585 -,Centro,44-30276360 ramal 1109,1065889
MT,Primavera do Leste,Avenida Paulo Cezar Pereira Aranda,241 -,Jardim Riva,(66) 3498 4605,659363
PI,Parnaiba,Conjunto Morada Universidade,51 -,Piauí,86-33233694,1045215
PB,Cajazeiras,Br 230 Km,S/n - Sítio Serrote,Cristo Rei,(83) 3531 1365 / (83) 3531-1346,659015
MS,Campo Grande,"Rua Alexandre Herculano. 1400, Jardim Veraneio.",1400 -,Jardim Veraneio,(067) 3348-8078,660
MT,Cuiaba,Avenida Dom Aquino,38 -,Centro,(65)3052-8120,706903
MS,Campo Grande,Br 163,3203 -,Chácara das Mansões,(67)3345-6100 3345-6102,30981
MG,Varginha,Avenida José Pinto de Oliveira,S/n -,Aeroporto,(35) 3214-6147,1043237
PA,Belem,Av. Tavares Bastos,1313 -,Marambaia,(91) 92203738 (91) 3348-4684,1061686
PB,Campina Grande,Rua Vereador Manoel Uchôa,237 -,Palmeira,(81) 9649-1504,1076038
RO,Vilhena,Rua Cleber Mafra de Souza,8735 -,Residencial Orleans,69 33221290,1060921
MT,Cuiaba,Rua Lezino da Costa Leite,29 -,Jardim Petrópolis,(65) 36276094,1061516
MG,Contagem,Avenida João Cesar de Oliveira,6.620 -,Beatriz,(31) 3514-5004,659923
MG,Leopoldina,Rua Carmita Monteiro,S/n -,Chácara Dona Euzébia,(32)34414293,1050098
PR,Curitiba,Avenida República Argentina,5098 - - de 4602/4603 Ao Fim,Novo Mundo,44-30276360 ramal 1109,1065941
MG,Montes Claros,Avenida Nice,99 -,Ibituruna,(38) 36906629,659490
MG,Belo Horizonte,Rua Timbiras,1.375 -,Funcionários,03121260820,1004954
GO,Trindade,Rodovia Go-060 Km 19,3.184 -,Setor Laguna Parque,(62) 35069300,659697
MG,Uberaba,Avenida Tonico dos Santos,333 -,Jardim Induberaba,3433117400,1073246
MG,Belo Horizonte,Rua Guajajaras,175 -,Centro,(31)3508-9111,1046873
MA,Sao Luis,Avenida Daniel La Touche,23 - Jardim Buriti Ii,Olho D'água,(98)3878.8000,139957
PB,Patos,Rua Horácio Nóbrega,S/n -,Belo Horizonte,(83) 3421 2742/ 35112721,659444
GO,Anapolis,Avenida Universitária,683 -,Centro,(31) 21260820,660088
MA,Imperatriz,Rua Barão do Rio Branco,100 - Quadra 12,Maranhão Novo,(98) 84182252,1062877
MA,Sao Luis,Rua Zoé Cerveira,120 -,Alemanha,81 34134611,1073258
CE,Juazeiro do Norte,"Avenida Leão Sampaio, Km 3",S/n -,Centro,(88) 2101 1050,4201
DF,Brasilia,"Qs 01 Rua 212 Lotes 11,13 e 15",S/n - ??guas Claras,Região Administrativa Iii Taguatinga,61 3352-6290,659044
MG,Uberlandia,Rua Barão de Camargos,695 -,Fundinho,(34)3217-9557,1044902
DF,Brasilia,Avenida Gomes Rabelo,"Lote 09 - (quadras 11,11a,14,15,19 e 20)",Setor Tradicional (planaltina),61 81791991,1072486
ES,Vitoria,Rua José Alves,301 -,Goiabeiras,(027) 3335 5603,658345
BA,Feira de Santana,Avenida Deputado Luís Eduardo Magalhães,S/n -,Subaé,75 2102-9127,1058601
DF,Brasilia,Qs 5 - Rua 300 - Lote,01 - Blocos I e Ii,??guas Claras-taguatinga,(61) 30359500,1052302
CE,Fortaleza,Rua Princesa Isabel,1920 - - de 995/996 Ao Fim,Centro,08532658100,1067702
BA,Lauro de Freitas,Avenida Luis Tarquínio Ponte,600 -,Centro,(31) 21260820,105059
CE,Fortaleza,Rua Major Facundo,403 -,Centro,81996491504,1073922
ES,Cachoeiro de Itapemirim,Rodovia Gumercindo Moura Nunes,147 -,Novo Parque,(28) 3511 4652,4324
MG,Varginha,Praça do Estudante,200 - Campus Universitário,Imaculada Conceição,035 32127766,539
AM,Manaus,Avenida Joaquim Nabuco,1232 -,Centro,(92) 32125404,658468
AM,Manaus,Avenida Constantino Nery,3.693 -,Chapada,(92) 32128900,137331
BA,Luis Eduardo Magalhaes,Rua Glaber Rocha,66 -,Jardim Paraiso,6181042010,1072691
BA,Alagoinhas,Rua Conselheiro Junqueira,00 -,Rua do Catu,(75) 3421 4733,1031734
BA,Salvador,Avenida Tancredo Neves,1367 - Ed.civil Trade,Caminho das ??rvores,71 32068002,1080009
BA,Salvador,Rua Xingu,179 - Jardim Atalaia,Stiep,(71) 2107 8100;8177,658226
BA,Salvador,Avenida Luís Viana Filho,3146 -,Pituaçu,(71)32714638,6999
SC,Joinville,Rua D. Francisca,970 -,Saguaçu,4733019000,2005630
ES,Santa Teresa,Rua Bernardino Monteiro,700 -,Dois Pinheiros,(27) 3259 3997,102593
BA,Paulo Afonso,Rua Emancipação,100 -,Perpétuo Socorro,4733019000,1052565
BA,Feira de Santana,Avenida Maria Quitéria,2116 -,Kalilândia,(75) 21029100,658712
SC,Rio do Sul,"Rodovia Br - 470, Km 140",5.253 -,Itoupava,4733019000,24614
BA,Alagoinhas,Avenida Juracy Magalhães,115 -,Jardim Petrolar,(47) 32819000,1052407
MG,Pouso Alegre,Rua João Basílio,219 -,Centro,(35)3421-5952,133832
AL,Arapiraca,"Rodovia Al 220, Sn. - Unirb Arapiraca",Sn -,Arnon de Mello,7133688348,1073447
SP,Sao Paulo,Rua Marcos Arruda,729 -,Belenzinho,(11) 2790-5900,658309
SP,Ribeirao Preto,Avenida Dr. Oscar de Moura Lacerda,1520 -,Jardim Independência,(16) 2101 1010,481
PR,Londrina,Rua Fortaleza,91 -,Jardim Agari,(43) 3029-6989,1070388
SP,Ituverava,Rodovia Jerônimo Nunes Macêdo Km 01,S/n - Campus Agronomia,Aeroporto,(16) 37299060,657895
BA,Barreiras,Av. Cleriston Andrade ( Br 242),3507 - Antigo Bairro Mimoso,Loteamento Vila Nova,7133688348,1069822
TO,Araguaina,Avenida Filadélfia,568 -,Setor Oeste,(63) 3411-8500,702329
SC,Sao Jose do Cedro,Linha Esquina Derrubada,S/n -,São José do Cedro,(49)36436000,24117
AM,Manaus,Avenida Djalma Batista,736 -,Chapada,4733019000,2005633
SP,Araraquara,Av. Maria Antonia Camargo Oliveira,170 -,Vila Sucanosa,(16) 3332-7055,1037253
PA,Belem,Rua Antônio Barreto,1.595 -,Fátima,(47) 3281-9000,2007954
RS,Marau,Rua Padre Capuchinhos,521 -,Centro,(54) 3342 4276,1073161
RS,Getulio Vargas,Rua Jacob Gremmelmaier,215 -,Centro,(054) 3341-6600,6076
SP,Garca,Comandante João Ribeiro de Barros,S/n - Sp 294,Acesso A Garça Km 1,14-34078000,1055349
RS,Porto Alegre,Rua Vigario Jose Inacio,153 -,Centro,(47) 3281-9000,2007966
SC,Campos Novos,Rua Benjamin Colla,289 -,Campos Novos,(49)3551-2098,24066
RS,Bage,Passo dos Peres,S/n - Campus Rural,Centro,(53) 3242-8244 R: 251,686541
RS,Capao da Canoa,"Avenida Poti, 1550. Centro.",S/n -,.,(51)3416-3460,2005618
PR,Paranavai,Rua Manoel Ribas C/ Cândido Bertier Fortes,2178 - Cep 87701-170,Centro,044-3422-0716,1061130
PR,Ponta Grossa,Rua Tibúrcio Pedro Ferreira,55 -,Centro,(42) 3220-9999,658754
PR,Medianeira,Rua Rio Branco,1820 -,Centro,(45)3264-3050,658591
SC,Chapeco,Avenida Irineu Bornhausen,2045 - e,Palmital,4933193838,1063029
PR,Campo Mourao,Rodovia Br 158 Km 207,S/n -,Jardim Batel,44 3518 2500,707034
SC,Maravilha,Rua Orlando Valério Zawadski,710 -,Maravilha,(49) 36640973,24109
MA,Sao Luis,Av. Getúlio Vargas,2 -,Monte Castelo,4733019000,2005639
MT,Sorriso,Avenida Noêmia Tonello Dalmolin,2499 -,Parque Universitário,(31) 21260820,658894
PR,Curitiba,Rua Itajubá,673 -,Bairro Portão,044-30276360,1066173
PR,Ponta Grossa,Avenida General Carlos Cavalcanti,S/n - Seminário São José,Uvaranas,(42) 3219-8000,693830
MT,Cuiaba,Avenida Manoel José de Arruda,3100 -,Jardim Europa,31 21260820,658099
PA,Santarem,Avenida Sergio Henn,1787 -,Diamantino,(93) 3524 1055 (R.237),698512
GO,Luziania,Br 040 - Km 16,S/n -,Luziânia,(61) 3878-3100 / (61) 3878-3122,658121
GO,Goiania,Avenida João Cândido de Oliveira,115 -,Cidade Jardim,62-32461421,657868
PB,Joao Pessoa,Av. Frei Galvão,12 -,Gramame,(83) 2106-4755,658738
DF,Brasilia,??rea Qng ??rea Especial 08,Area Especial  -,Taguatinga Norte (taguatinga),(61) 3044-3102,1078059
BA,Teixeira de Freitas,Avenida Juscelino Kubitschek,"3000 - Br 101 Km 879,4",Bela Vista,(31) 21260820,659144
MG,Patrocinio,Avenida Líria Terezinha Lassi Capuano,466 -,Chácara das Rosas,(34) 3839 3737,658494
TO,Gurupi,Rua Presidente Juscelino Kubitschek,1373 -,Centro,(63) 3312-4095,9948
TO,Araguaina,Rua Tomás Batista,1016 -,Setor Rodoviário,(63)3414-1020,10911
PR,Arapongas,Rodovia Pr-218 - Km 01. Saída Astorga .s/n.jardim Universitário.,Km 01 -,Jardim Universitário,(43) 3371-7473  (31) 2126-0820,272
SP,Rancharia,Av. Drº Júlio Lucant,694 -,Vila Guaçu,(18) 3265-3233,10262
SP,Sao Vicente,Avenida Presidente Wilson,1437 -,Centro,(31)3773-6300,600225
MT,Primavera do Leste,Avenida Paulo Cezar Pereira Aranda,241 -,Jardim Riva,(66)3498 4605 / (71)3378-8151,659299
SP,Sao Joaquim da Barra,Av. Mogiana,135 -,Centro,(16)3811-0001,10504
SP,Botucatu,Rua Amando de Barros,100 -,Centro,044-30276360,1064486
PR,Ponta Grossa,Avenida Doutor Vicente Machado,585 -,Centro,44-30276360 - ramal 109,1056900
SC,Joinville,Rua Botafogo,377 - - de 272/273 Ao Fim,Itaum,044-30276360,1063113
RS,Santa Vitoria do Palmar,Jose Bernardino de Souza Castro,1290 -,Brasiliano,67 3411 4278,1066196
MG,Paracatu,"Rodovia Mg 188, Km 167. Fazendinha. Caixa Postal.",S/n -,Fazendinha,(38) 3311-2000,658029
SP,Sao Jose do Rio Preto,Rua Doutor Coutinho Cavalcanti,1752 - - de 882/883 Ao Fim,Jardim América,044-30276360,1064549
SC,Florianopolis,Avenida Rio Branco,779 - - de 535 A 825 - Lado ??mpar,Centro,044-30276360,1064696
SC,Lages,Avenida Papa João Xxiii,1352 -,Petrópolis,(47) 3281-9000,2005631
RS,Camaqua,"Rua Ancidino Inácio Dias, 843. Bairro Olaria.",S/n -,.,4733019000,2005615
RS,Tramandai,Rua Saldanha da Gama,329 -,-,044-30276360,1063426
PR,Ponta Grossa,Rua Desembargador Westphalem,60 -,Oficinas,44-30276360,1076608
RJ,Sao Goncalo,Rua Doutor Nilo Peçanha,246 - - Até 546 - Lado Par,Centro,044-30276360,1063256
SP,Itapetininga,R. Izolina de Moraes Rosa,727 -,Vl. Nastri Ii,(15) 3275-8700,9538
MT,Rondonopolis,Rua João Pessoa,1063 -,Centro,(66)3421-8049,8584
MT,Tangara da Serra,Avenida Vergílio Favetti,1200 - S,Vila Alta,(65) 3326-5675 / (71)3378-8151,658748
MT,Primavera do Leste,Avenida Paulo Cezar Pereira Aranda,241 -,Jardim Riva,(66) 3498-4605 / (71) 3378-8151,659364
MT,Alto Araguaia,Rua Florisvaldo de Souza Porto,757 -,Centro,(66) 3481-1332,9725
PR,Ivaipora,Avenida Brasil,45 -,Centro,4334720201,1069972
SC,Palhoca,Avenida Aniceto Zacchi,1109 -,Ponte do Imaruim,4733019000,2005635
MS,Bonito,Avenida Pilah Rebuá,Sn - Funlec,Centro,(67)3255 1905,10408
MS,Costa Rica,"Rua Ambrosina Paes Coelho,",1054 - Faculdade Costa Rica,Centro,67 32471101,10428
MG,Varginha,Praça Governador Benedito Valadares,30 -,Centro,(35)3221-4772,8861
MS,Nova Andradina,Rua Milton Modesto,1652 -,Centro,(67)3441 9273,10510
RJ,Rio de Janeiro,Avenida Brasil,9727 -,Penha,(21) 3866-8090 / 3977-9979,658183
MS,Amambai,Rua Antonio Pereira dos Santos,1181 -,Vila Estrela,(67) 3481582,10412
MG,Patos de Minas,Praça Josefina Mourão,46 -,Centro,44 30276360,1064792
MG,Patos de Minas,Rua Olegário Maciel,115 -,Centro,(34) 3821-3155,11225
MG,Uberlandia,Rua José Andraus,168 -,Martins,(31)34219186,1050142
MG,Areado,Rua Monsenhor Matias,595 -,Centro,(35) 3293-1101,9894
MS,Jatei,Av. Weimar Gonçalves Torres,468 -,Centro,67 34651107,10492
GO,Goianesia,Rua 22,0 - Clube do Laço,Covoá,62-3353-4280,1066464
ES,Piuma,Avenida Miguel Metri,534 -,Acaiaca,044-30276360,1063278
ES,Cachoeiro de Itapemirim,Rua 25 de Março,15 - 3º Andar,Centro,0800-7744030,17560
GO,Campos Belos,"Rua Benjamin Constant, Quadra 13a",02 -,Setor Aeroporto,62 3451-2295,2006786
GO,Porangatu,Avenida Belém Brasília,289 -,Vila Cavalcante,(62) 33622000,9544
GO,Uruacu,Avenida Coronel Gaspar,174 -,Centro,(62) 3357-5558,9654
BA,Feira de Santana,"Av. Getulio Vargas,",799 -,Centro,(47) 32819000,2007959
MS,Caracol,Av; Libindo Ferreira Leite,Sn -,Centro,6734951395,1066297
GO,Morrinhos,Rua Pedro Nunes,909 - Lote 5,Centro,(62) 3413-1817,10015
MG,Governador Valadares,Rua Israel Pinheiro,2000 - Campus Antônio Rodrigues Coelho,Universitário,(33)3279-5502,33661
BA,Barreiras,Avenida Clériston Andrade,921 -,Centro,44-30276360 ramal 1109,1063212
BA,Vitoria da Conquista,Avenida Lauro de Freitas,142 - Galeria Panvicon Center 3º Piso,Centro,044-30276360,1063305
MG,Belo Horizonte,Rua Areado,230 -,Carlos Prates,(31)3063-9689,8959
BA,Remanso,Avenida Jesuíno Oliveira de Souza,- Lt - 52/148,Vila Santana,(62)3094 9494,1048049
MT,Cuiaba,Rua Oswaldo da Silva Corrêa,621 -,Bairro Santa Marta,65-3621-2000,658930
AM,Manaus,Rua Mozart Guarnieri,S/n - Lote 6 -,Parque 10 de Novembro,044-30276360,1063068
AM,Manaus,Avenida Epaminondas,57 -,Centro,67 33123335,1064810
SE,Aracaju,Avenida Marechal Cândido  Rondon,Sn -,Jabotiana,7133688348,1062824
AL,Arapiraca,Rua Boa Vista,248 -,Centro,44-30276360 ramal 1109,1069216
SC,Sao Jose,Rua Salvador Di Bernardi,503 -,Campinas,(48) 38785000,1048794
SP,Campinas,Avenida John Boyd Dunlop,S/n -,Jardim Ipaussurama,(19)3343-7000,2560
SP,Sao Jose dos Campos,"Av. Dr. Nelson Davila, 1202, Centro.",1202 -,Centro,(12) 2134-9300,6923
SP,Rio Claro,Rua Sete,1193 -,Centro,(19) 3523-2001,658482
MT,Varzea Grande,Avenida Filinto Müller,4884 -,Novo,44-30276360 ramal 1109,1069238
SP,Itarare,Rua João Batista  Veiga,1.725 -,Cruzeiro,(15)  3531-8484,100207
SP,Bauru,Avenida Nossa Senhora de Fátima,1-80 e 1-84 -,Vila Altinópolis,(11) 2633-9000,22700
SP,Botucatu,Rua Campos Salles,1.400 -,Tanquinho,11-3385-9180,28241
SP,Santos,"Av. Conselheiro Nébias, 719, Boqueirão.",719 -,Boqueirão,13 32372830,6922
PA,Redencao,Rua Frei Gil de Vila Nova,600 A -,Centro,94 99141-4909,1041653
SP,Santos,Avenida Rangel Pestana,147 -,Vila Mathias,(13) 4009-2000,1003352
PR,Paranagua,Rua Odilon Mader,754 - Empos,Estradinha,(41) 3424-1082,1082598
SP,Ribeirao Preto,Rua Saldanha Marinho,915 -,Centro,16 39778000,658507
SP,Sao Paulo,Rua Solon,926 -,Bom Retiro,00,10200
AP,Macapa,Avenida Fab,1465 A - - Até 2269/2270,Central,044-30276360,1063119
SP,Sao Paulo,Av. Guarapiranga,1070 -,Guarapiranga,(11) 5891-5536,11659
SP,Sao Paulo,Rua Oliveira Alves,460 -,Ipiranga,00,9633
SP,Suzano,Al. Celestino Rodrigues,34 -,Pq. Suzano,(11) 4748-5744,9657
SP,Sao Paulo,R. Nossa Senhora dos Anjos,88 -,Jd. Anália Franco,(11) 6918-8667,10139
SP,Sao Paulo,Avenida Interlagos,2255 - Piso Intermediário,Interlagos,00,10093
SP,Sao Paulo,Rua Benedito Coelho Neto,73 -,Itaquera,00,9666
SP,Sao Paulo,Rua Cavoá,188 -,Vila Curuçá,00,9880
SP,Sao Pedro,Rua Padre Cruz,521 -,São Judas,(19)3481-6272,10027
SP,Sao Paulo,Av. Eng° Armando de Arruda Pereira,2372 -,Jabaquara,00,10090
RS,Bage,General Osório,2289 -,Centro,(53) 3242-8244 R: 228,686550
ES,Afonso Claudio,Rua Elieser Lacerda Fafa,20 -,São Tarcisio,34-33198993,1056606
RS,Santa Maria,Rua Duque de Caxias,2319 -,Medianeira,(055)32202500,1056815
RO,Rolim de Moura,Rodovia 383,Km 01 - Saida Para Santa Luzia D`oeste,Zona Rural,(69) 3449-1800,1032221
SP,Ribeirao Pires,Avenida Fortuna,287 -,Centro,00,9624
SP,Santo Andre,Rua Almirante Protógenes,142 -,Jardim,(11) 4990-8700,17856
SP,Sorocaba,Rua Jorge Nardi de Souza,37 -,Campolim,S/N,2004735
SP,Sao Paulo,R. Wadih Hatti,300 -,Vila Ré,00,10141
SP,Guarulhos,Rua Conego Valadão,665 -,Gopouva,11 2408-8864,6559
SC,Joinville,Rua Mario Lobo,106 - Sala 169,Centro,(47) 3433-9300,6913
SP,Piraju,R. João Hailer,408 -,Centro,(14) 3351-3255,9602
TO,Araguaina,Rua Voluntários da Pátria,222 - São Braz - Araguína,São João,(63) 3415-5564,1083234
SP,Diadema,Rua Felipe Camarão,400 -,Centro,00,9519
SP,Ferraz de Vasconcelos,Rua Carlos Gomes,25 -,Vila Romanópolis,00,10130
SP,Itaquaquecetuba,Avenida Vereador João Fernandes da Silva,491 -,Vila Virgínia,(11) 4647-3900,10761
SP,Bauru,Rua Bandeirantes,3/4 -,Centro,(14) 4009-8831,9836
SP,Palmital,Rua Melo Peixoto,567 -,Centro,(18) 3351-1133,9768
SP,Campinas,Rua Amilar Alves,110 -,Ponte Preta,S/N,2004326
PR,Curitiba,Rua Emiliano Perneta,574 -,Centro,(41) 3321-7828,9503
PR,Curitiba,Rua Pedro Bonat,103 - Térreo,Novo Mundo,(41) 3248-0311,658832
SP,Carapicuiba,Av. Thamara,394 -,Centro,00,9709
SP,Caraguatatuba,Rua Engenheiro João Fonseca,37 -,Centro,(12)38833800,9838
SP,Taubate,Rua Doutor Souza Alves,85 -,Centro,12 3622-6717,2003923
SC,Rio Negrinho,Rua do Seminário,478 -,Centro,47-4125-1113,6620
SC,Criciuma,"Rua Gonçalves Ledo, 185. Centro.",S/n -,.,4733019000,2005621
RN,Natal,Rua Henrique Dias,S/n -,Igapó,(84)3222-0066,9496
SP,Sao Jose do Rio Preto,Av. Constituição,1759 -,Boa Vista,(17) 3353-1800,2003901
SP,Sao Paulo,Avenida Penha de França,35 - - Lado ??mpar,Penha de França,11 2227-8402,2003912
SP,Itanhaem,Rua Paraíso,143 -,Praia dos Sonhos,(13) 3422-3290,9548
PR,Curitiba,Rodovia Federal Br 476,10.546 -,Prado Velho,(41) 32188000,1049258
SP,Sao Paulo,Rua Pio Xi,1.100 -,Alto da Lapa,(11)32213031,3009
SP,Sao Paulo,Rua Santa Cruz,554 -,Vila Mariana,(11)5083-3800,17452
SP,Sao Paulo,Rua Humberto I,612 -,Vila Mariana,(11) 5087-5134,1049804
SP,Sao Paulo,Avenida São Miguel,4335 - - de 3103 A 4421 - Lado ??mpar,Vila Constança,11 2214-6644,2003906
SP,Sao Paulo,Rua Vonluntários da Pátria,1.653 -,Santana,(11) 6221-2842,4155
SP,Sao Paulo,Rua Humberto I,612 -,Vila Mariana,(11) 5087-5134,659912
SP,Sao Paulo,"Coronel João de Oliveira Melo, 654, Vila Antonieta.",654 -,Vila Antonieta,(11) 2722-3090/ 3441-1419 / 9.9890-6281,28425
SP,Sao Roque,Avenida Tiradentes,211 -,Centro,(11) 4784-2322,6601
SP,Suzano,Rua Baruel,417 -,Vila Costa,(11) 47477520,2006273
SP,Sao Paulo,Rua Otelo Augusto Ribeiro,411 -,Guaianases,2016-9600/ Ramais 9626 - 9628 - 9.9336-9897-9.9914-6225,9861
SP,Sao Paulo,Av. Nazaré,993 -,Ipiranga,(11) 2062-2292,33061
SP,Santa Cruz do Rio Pardo,Rua José Vidor,280 - Colégio Objetivo,Vila Sidéria,(14) 3372-1635,1082580
SP,Piracicaba,Rua José Pinto de Almeida,258 -,Alto,11 4766-0611/ 16 3711-8933,1051319
SC,Capivari de Baixo,Av. das Nações Unidas,500 -,Santo André,4733019000,2005619
SP,Presidente Bernardes,Rua Justino de Andrade,258 -,Jardim Santa Elizabete,1832621024,2003886
SP,Santos,Avenida Conselheiro Nébias,686 -,Boqueirão,11 4766-0611/ 16 3711-8933,1051350
SP,Sao Paulo,Alameda Santos,2209 - 9º Andar,Cerqueira Cesar,11 4766-0611/ 16 3711-8933,1051509
SP,Sao Jose do Rio Pardo,Rua Campo Salles,260 -,Centro,(19) 3608-5200,2003900
SP,Ribeirao Preto,Rua  Bernardino de Campos,1412 -,Centro,(16) 3625-0150,2003889
SP,Peruibe,Rua Quatorze,64 -,Balneário Arpoador,(013)34531000,2006127
SP,Rancharia,Rua: Expedicionários Brasileiros,245 - São Braz - Rancharia,Centro,(18) 3265-6589,1083557
PE,Olinda,Avenida Transamazônica,405 -,Jardim Brasil Ii,81 21289797,659839
SC,Tubarao,Rua Prudente de Morais,357 -,Centro,48-30522620/489-98003332,2003818
SP,Osasco,Avenida Yara,300 - - Até 354 - Lado Par,Vila Yara,044-30276360,1063387
SP,Osasco,Rua João Colino,119 -,Centro,11 4766-0611/ 16 3711-8933,1051297
SP,Praia Grande,Rua Sebastião de Oliveira,106 -,Boqueirão,(13)3474-4474,2003885
SP,Pindamonhangaba,Rua Dr. Monteiro de Godoy,25 -,Bosque da Princesa,(12) 3645-4875,17268
PB,Joao Pessoa,Avenida Presidente Epitácio Pessoa,4657 -,Tambaú,(83)3224-6677,9118
PA,Belem,Rodovia Augusto Montenegro,4120 - Distrito Bengui,Parque Verde,(91) 32028000,659157
SC,Cacador,Av. Barão do Rio Branco,1091 -,Centro,0800-7744030,22519
SP,Pederneiras,Rua Castelo Branco,1249 -,Jardim das Palmeiras Iii,14 3283-2703,6579
SP,Presidente Prudente,Av. Brasil,108 -,Centro,18 3223-3721,2006142
MG,Uberaba,Rua Manoel Gonçalves de Rezende,230 -,Vila São Cristóvão,(34) 3311 9800,659353
SP,Valinhos,Rua Doutor Cândido Ferreira,77 -,Centro,19 3817-1498,2003925
RS,Erval Seco,Rua Sete de Setembro,150 -,Centro,(47) 3281-9000,2007958
RS,Viamao,Rua Bento Gonçalves,325 -,Centro,(51) 3045-3055,2003762
RS,Caxias do Sul,Rua Guerino Sanvitto,814 -,Medianeira,4733019000,1064586
RS,Cruz Alta,Rua Voluntários da Pátria,550 - 1º Andar - Shopping ??rico Verissimo,.,0800-7744030,9844
RS,Bage,Avenida Marechal Floriano,1498 -,Centro,00,22418
SC,Brusque,Rua Gregório Diegoli,35 -,São Luiz,4733019000,12307
PA,Maraba,Rod. Br 230 Km 05,000 -,Nova Marabá,94 21013950,1037292
RN,Natal,Rua Jundiaí,717 -,Tirol,(84) 3201-9613,9718
MG,Uberlandia,Rua Varginha,149 -,Rezende Junqueira,(31) 3319-4013,1065292
SP,Jundiai,Rua Vigário João José Rodrigues,634 -,Centro,(11) 2709-2444 11-3379-1352 - 11-4522-1852,1045765
MG,Uberlandia,Alameda Paulina Margonari,59 -,Jardim Karaíba,(34) 3233-1500 / (34) 3233-1519,658610
SP,Mairipora,Rua Dom José Mauricio,238 -,Centro,(12) 31577703 / 3947-7699,2003870
RJ,Rio de Janeiro,Rua Primeiro de Março,09 - 2º Andar,Centro,(21) 2262-9346,14694
SP,Jaguariuna,Rua Dr. João Roberto Pires Bueno,100 -,Jardim Cruzeiro do Sul,(11)4329-5335,11658
SC,Balneario Camboriu,Rua 904,585 -,Centro,S/N,2004261
RJ,Porto Real,"Avenida Dom Pedro Ii, 845. Centro.",845 -,Centro,(24) 3353-2915,10677
SP,Jau,Rua Tenente Lopes,170 -,Centro,14 2104 3566,2006057
SP,Igarapava,Rua Bernardino de Campo,450 - Cei - Centro Educacional Igara,Jardim Santa Maria,(16) 9917-68598,1082719
SP,Catanduva,Rua Belo Horizonte,100 - São Braz - Catanduva,Centro,(17) 9820-37262,1083493
SP,Itapetininga,Rua Quintino Bocaiúva,800 -,Centro,(15) 3272-7144,2003858
MG,Coronel Fabriciano,Rua São José,42 -,Santo Elói,31 38462515,1061079
MG,Montes Claros,Avenida Osmane Barbosa,937 - Engenharias,Jk,(38)3690-3655,658872
MG,Montes Claros,Rua Odilon Macaúbas,220 - Lotes 04 e 06 - Quadra Nº 01,Centro,(38)32212319,659578
MG,Belo Horizonte,Rua C (marechal Foch),12 -,Nova Granada,(31)3516-2345 / (31)3516-2348,24367
MG,Belo Horizonte,Rua dos Goitacazes,1.159 -,Barro Preto,(31)3508-6637,25646
SP,Franca,Rua Comandante Salgado,1931 -,Centro,44-30276360 ramal 1109,1069226
SP,Chavantes,Rua: Arnaldo Ferreira da Silva,730 - São Braz - Chavantes,Chavantes Novo,(14) 9987-60972,1083103
MG,Coronel Fabriciano,Avenida Tancredo Neves,3.500 - Caixa Postal 63,Universitário,(31) 3846-5506,658146
MA,Imperatriz,Rua Santa Catarina,S/n -,Maranhão Novo,(99) 3524-6811,9299
MG,Belo Horizonte,Rua Santa Cruz,546 -,Barroca,(31) 3371 3051,688981
GO,Goiania,Rua 67-a,216 - Quadra 140,Setor Norte Ferroviário,(62) 3246-1888,6940
MA,Imperatriz,Avenida Prudente de Morais,S/n -,Residencial Kubitschek,(99) 3525 1775,658711
ES,Vitoria,Avenida Nossa Senhora da Penha,1800 -,Barro Vermelho,(27) 3325 0244,658130
ES,Sao Mateus,Rua Alberto Sartório,50 -,Carapina,(27)9873-7201,27913
RR,Boa Vista,Avenida Benjamin Constant,496 -,São Pedro,95 3224-7111,19959
PR,Sao Mateus do Sul,Rua Vitorio Biancolini,1531 -,Centro,(42)3532-6237,6677
